형태소,품사,가게이름,날짜,평점,카운트
조리,Noun,챠이797 광화문점,2020.06.23.,5,1
조리,Noun,청화원,2020.08.12.,1,3
조리,Noun,탕화쿵푸마라탕 화양점,2020.09.09.,3,1
조리,Noun,홍콩반점0410 대학로점,2020.04.15.,1,1
조리법,Noun,촨커,2020.01.01,4,1
조마,Noun,춘리마라탕,2020.01.10.,5,1
조미료,Noun,락희안 명지대본점,2020.01.01,3,1
조선족,Noun,쟈니덤플링 1호점,2020.01.01,3,1
조심하세요,Verb,청화원,2020.07.20.,3,1
조연,Noun,완차이면가,2018.12.23.,5,1
조작,Noun,천진영감,2020.01.01,4,1
조절,Noun,봉자마라탕,2020.05.11.,3,1
조절,Noun,홍콩반점0410 대학로점,2020.04.15.,1,1
조차,Josa,청화원,2019.12.25.,1,1
조치,Noun,중화복춘,2020.01.01,1,1
조합,Noun,란주탕슉,2020.08.08.,5,1
조합,Noun,양식당더램키친,2020.01.01,4,1
조합,Noun,하이디라오 강남점,2020.01.01,4,1
조화,Noun,봉자마라탕,2020.05.11.,3,1
족발,Noun,목란,2020.01.01,2,1
족발,Noun,오향가 가락본점,2020.01.01,2,1
족발,Noun,오향가 가락본점,2020.01.01,5,2
존,Noun,탕화쿵푸마라탕 화양점,2020.02.09.,5,1
존경,Noun,매화반점 1호점,2020.01.01,1,1
존마,Adjective,바오바,2020.01.01,5,1
존맛,Noun,락희안 명지대본점,2020.01.01,3,1
존맛,Noun,란주탕슉,2020.08.01.,5,2
존맛,Noun,램랜드,2020.01.01,4,1
존맛,Noun,로향양꼬치,2020.01.01,4,1
존맛,Noun,루루,2020.01.01,3,1
존맛,Noun,마담밍 선릉점,2020.01.01,5,2
존맛,Noun,미소손짜장,2020.01.01,5,1
존맛,Noun,빠오즈푸,2020.01.01,5,1
존맛,Noun,야상해,2020.01.01,5,1
존맛,Noun,종로양꼬치,2020.08.15.,5,1
존맛,Noun,챠이797 광화문점,2020.02.21.,5,1
존맛,Noun,청화원,2020.06.23.,4,1
존맛,Noun,춘리마라탕,2020.01.24.,5,1
존맛,Noun,칠기마라탕,2020.01.01,5,2
존맛,Noun,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,5,1
존맛,Noun,훠궈야 판교아브뉴프랑점,2020.01.01,4,2
존맛임,Noun,하이디라오 강남점,2020.01.01,4,1
존맛탱,Noun,미가양고기,2020.01.01,5,1
존재,Noun,불이아 본점,2020.01.01,3,2
졸깃함,Noun,란주탕슉,2019.05.23.,1,1
졸라,Noun,산동주방,2017.10.29.,4,1
졸맛,Noun,종로양꼬치,2020.09.16.,5,1
졸업,Noun,하하,2020.01.01,2,1
좀,Noun,광화문짬뽕,2020.11.02.,4,1
좀,Noun,대가방 본점,2020.01.01,1,3
좀,Noun,라공방 강남1호 본점,2020.01.01,1,1
좀,Noun,라공방 강남1호 본점,2020.01.01,4,1
좀,Noun,라공방 대학로본점,2019.09.29.,1,1
좀,Noun,라화쿵부 명동점,2020.07.30.,1,1
좀,Noun,락희안 명지대본점,2020.01.01,3,2
좀,Noun,란주탕슉,2018.12.02.,3,1
좀,Noun,란주탕슉,2018.12.20.,1,1
좀,Noun,란주탕슉,2019.05.31.,1,1
좀,Noun,로충칭마라탕 궁동점,2020.01.01,5,1
좀,Noun,마포마라탕,2019.12.26.,1,1
좀,Noun,만보성,2019.07.09.,3,1
좀,Noun,만보성,2020.01.16.,5,1
좀,Noun,목란,2020.01.01,1,1
좀,Noun,목란,2020.01.01,2,1
좀,Noun,미가양고기,2020.01.01,1,1
좀,Noun,미가양고기,2020.01.01,5,1
좀,Noun,벽돌해피푸드 압구정점,2020.01.01,3,1
좀,Noun,복만루훠궈 2호점,2020.10.30.,4,1
좀,Noun,복성각,2018.07.28.,3,1
좀,Noun,산동교자,2020.02.02.,2,1
좀,Noun,산동주방,2020.01.01,5,1
좀,Noun,손오공마라탕,2020.01.01,5,1
좀,Noun,송화산시도삭면,2020.01.01,5,1
좀,Noun,송화양꼬치,2020.01.01,5,1
좀,Noun,신룽푸마라탕,2020.07.17.,4,2
좀,Noun,애정마라샹궈 본점,2020.01.01,4,1
좀,Noun,오향가 가락본점,2020.01.01,3,1
좀,Noun,이품,2020.01.01,4,1
좀,Noun,인량 훠궈,2020.01.01,4,1
좀,Noun,자리,2020.01.01,2,1
좀,Noun,쟈니덤플링 1호점,2020.01.01,3,1
좀,Noun,정육면체,2020.01.01,4,1
좀,Noun,중경마라탕 강남역점,2020.01.01,4,4
좀,Noun,중화복춘,2020.01.01,1,1
좀,Noun,중화복춘,2020.01.01,5,1
좀,Noun,챠이797 광화문점,2020.06.23.,5,1
좀,Noun,챠이797 광화문점,2020.07.10.,3,1
좀,Noun,청화원,2019.12.04.,5,1
좀,Noun,청화원,2020.06.23.,4,1
좀,Noun,청화원,2020.07.05.,5,1
좀,Noun,청화원,2020.07.20.,3,1
좀,Noun,칠기마라탕,2020.01.01,2,1
좀,Noun,큐큐면관 삼성점,2020.11.11.,2,1
좀,Noun,탕화쿵푸마라탕,2019.05.02.,2,1
좀,Noun,포가,2020.01.01,2,1
좀,Noun,포가,2020.01.01,3,1
좀,Noun,홍명,2020.01.01,5,1
좀,Noun,홍콩반점0410 대학로점,2020.01.27.,1,1
좀,Noun,홍콩반점0410 종로관수점,2020.09.18.,1,1
좀,Noun,히노아지 명동점,2019.04.18.,1,1
좀,Noun,히노아지 명동점,2020.10.28.,4,1
좀더,Noun,라화쿵부 명동점,2020.08.01.,4,1
좀더,Noun,락희안 명지대본점,2020.01.01,3,1
좁고,Adjective,야상해,2020.01.01,5,1
좁아요,Adjective,화양연가,2020.01.01,4,1
좁은,Adjective,포가,2020.01.01,2,1
종각,Noun,포담,2018.10.31.,4,1
종로,Noun,종로양꼬치,2019.07.10.,4,1
종로,Noun,종로양꼬치,2020.05.05.,5,2
종류,Noun,송화산시도삭면,2020.01.01,4,1
종류,Noun,신룽푸마라탕,2020.05.24.,1,1
종류,Noun,인량 훠궈,2020.01.01,4,1
종류,Noun,중심,2020.05.21.,5,1
종류,Noun,중심,2020.09.30.,5,1
종류,Noun,큐큐면관 회기점,2018.06.04.,2,1
종업원,Noun,만보성,2020.01.16.,5,1
종업원,Noun,쌍용각,2020.01.01,1,1
종업원,Noun,일일향 잠실점,2020.01.01,1,2
종업원,Noun,자리,2020.01.01,1,1
종업원,Noun,중심,2020.09.30.,5,1
종업원,Noun,청화원,2020.10.20.,2,1
종업원,Noun,큐큐면관 삼성점,2020.11.10.,1,1
종일,Noun,복성각,2019.08.26.,1,1
종일,Noun,신룽푸마라탕,2020.01.25.,1,1
종종,Noun,라공방 강남1호 본점,2020.01.01,2,1
종종,Noun,램랜드,2020.01.01,4,1
종종,Noun,매화반점 1호점,2020.01.01,3,1
종특,Noun,칠기마라탕,2020.01.01,2,1
좋,Adjective,큐큐면관 삼성점,2020.11.11.,2,1
좋게,Adjective,불이아 본점,2020.01.01,3,1
좋겠네요,Adjective,복만루훠궈 2호점,2019.10.11.,5,1
좋겠다,Adjective,손오공마라탕,2020.01.01,2,1
좋겠습니다,Adjective,라공방 대학로본점,2019.11.21.,1,1
좋겠어요,Adjective,두만강샤브샤브 봉천점,2020.01.01,1,1
좋겠어요,Adjective,천유향마라향솥,2020.01.01,4,1
좋겠음,Adjective,락희안 명지대본점,2020.01.01,3,1
좋고,Adjective,가담,2020.01.01,3,1
좋고,Adjective,바오바,2020.01.01,5,1
좋고,Adjective,상하이,2020.11.14.,5,1
좋고,Adjective,이품,2020.01.01,4,2
좋고,Adjective,종로양꼬치,2019.06.18.,4,1
좋고,Adjective,중심,2020.05.21.,5,1
좋고,Adjective,진라이,2020.01.01,5,1
좋고,Adjective,춘리마라탕,2020.04.21.,5,1
좋구,Adjective,광화문양갈비,2020.06.13.,5,1
좋긴,Adjective,탕화쿵푸마라탕,2019.05.02.,2,1
좋네요,Adjective,동영관,2020.09.27.,5,1
좋네요,Adjective,라화쿵부 명동점,2019.12.08.,4,1
좋네요,Adjective,중심,2020.05.31.,5,1
좋네요,Adjective,피슈마라홍탕 상암점,2020.01.01,5,1
좋다,Adjective,램랜드,2020.01.01,3,1
좋다,Adjective,맛이차이나,2020.01.01,4,1
좋다,Adjective,홍명,2020.01.01,5,1
좋다고,Adjective,란주탕슉,2019.05.23.,1,1
좋다고,Adjective,미가양고기,2020.01.01,1,2
좋습니다,Adjective,만보성,2018.08.18.,5,1
좋습니다,Adjective,만보성,2019.06.22.,5,1
좋습니다,Adjective,벽돌해피푸드 압구정점,2020.01.01,4,1
좋습니다,Adjective,산동주방,2020.02.11.,5,1
좋습니다,Adjective,종로양꼬치,2019.07.10.,4,1
좋아서,Adjective,두만강샤브샤브 봉천점,2020.01.01,4,1
좋아서,Adjective,라공방 강남1호 본점,2020.01.01,2,1
좋아서,Adjective,로향양꼬치,2020.01.01,1,1
좋아서,Adjective,맛이차이나,2020.01.01,4,1
좋아서,Adjective,중심,2020.05.21.,5,1
좋아서,Adjective,천진영감,2020.01.01,4,1
좋아요,Adjective,동영관,2018.03.24.,4,1
좋아요,Adjective,라공방 대학로본점,2020.10.04.,5,1
좋아요,Adjective,란주탕슉,2020.08.16.,5,1
좋아요,Adjective,리춘시장 대학로CGV점,2020.08.13.,4,1
좋아요,Adjective,복만루훠궈,2019.10.03.,5,1
좋아요,Adjective,불이아 본점,2020.01.01,5,1
좋아요,Adjective,산동교자,2019.08.26.,4,1
좋아요,Adjective,야상해,2020.01.01,5,2
좋아요,Adjective,열빈 광화문점,2020.01.01,5,2
좋아요,Adjective,종로양꼬치,2020.08.13.,4,1
좋아요,Adjective,진라이,2020.01.01,4,1
좋아요,Adjective,청화원,2019.12.04.,5,1
좋아요,Adjective,촨커,2020.01.01,5,1
좋아요,Adjective,탕화쿵푸마라탕 화양점,2020.02.09.,5,1
좋아요,Adjective,탕화쿵푸마라탕 화양점,2020.05.15.,3,1
좋아요,Adjective,포담,2018.10.31.,4,1
좋아요,Adjective,하이디라오 강남점,2020.01.01,4,1
좋아요,Adjective,홍콩반점0410 대학로점,2020.03.01.,4,1
좋아요,Adjective,홍콩반점0410 대학로점,2020.06.09.,4,1
좋아요,Adjective,히노아지 명동점,2020.01.01,5,2
좋아용,Adjective,하이디라오 강남점,2020.01.01,4,1
좋아하고,Adjective,팔레드신,2020.01.01,1,1
좋아하고,Adjective,히노아지 명동점,2019.04.18.,1,1
좋아하네요,Adjective,산동주방,2020.01.01,5,1
좋아하는,Adjective,광화문양갈비,2020.06.13.,5,1
좋아하는,Adjective,라화쿵부 명동점,2019.03.23.,3,1
좋아하는,Adjective,라화쿵부 명동점,2020.08.01.,4,1
좋아하는,Adjective,란주탕슉,2020.04.21.,1,1
좋아하는,Adjective,란주탕슉,2020.09.22.,5,2
좋아하는,Adjective,마담밍 선릉점,2020.01.01,5,1
좋아하는,Adjective,매화반점 1호점,2020.01.01,3,1
좋아하는,Adjective,산동주방,2020.01.01,4,1
좋아하는,Adjective,인량 훠궈,2020.01.01,4,1
좋아하는,Adjective,자리,2020.01.01,4,1
좋아하는데,Adjective,광화문짬뽕,2020.07.31.,5,1
좋아하는데,Adjective,라공방 강남1호 본점,2020.01.01,2,1
좋아하는데,Adjective,애정마라샹궈 본점,2020.01.01,2,1
좋아하던,Adjective,애정마라샹궈 본점,2020.01.01,2,1
좋아하던,Adjective,훠궈야 판교아브뉴프랑점,2020.01.01,1,1
좋아하면,Adjective,종로양꼬치,2020.01.01,5,2
좋아하시는,Adjective,김사부샤브샤브,2020.01.01,4,1
좋아하신다면,Adjective,매화반점 1호점,2020.01.01,3,1
좋아할,Adjective,두만강샤브샤브 봉천점,2020.01.01,4,1
좋아합니다,Adjective,홍콩반점0410 대학로점,2020.04.29.,5,1
좋아해서,Adjective,동영관,2020.07.13.,4,1
좋아해서,Adjective,산동주방,2020.01.01,4,1
좋아해서,Adjective,종로양꼬치,2018.07.03.,1,1
좋아해서,Adjective,포시즌스호텔 유유안,2020.01.01,5,1
좋아했던,Adjective,두만강샤브샤브 봉천점,2020.01.01,4,1
좋앗어요,Adjective,로충칭마라탕 궁동점,2020.01.01,5,1
좋았고,Adjective,포담,2019.08.09.,5,1
좋았고요,Adjective,송화양꼬치,2020.01.01,4,1
좋았구여,Adjective,춘리마라탕,2020.01.10.,5,1
좋았는데,Adjective,자리,2020.01.01,1,1
좋았던게,Adjective,히노아지 명동점,2020.07.13.,1,1
좋았습니다,Adjective,산동주방,2020.01.01,4,1
좋았습니다,Adjective,춘리마라탕,2019.08.03.,5,1
좋았어요,Adjective,라공방 대학로본점,2019.12.12.,4,1
좋았어요,Adjective,란주탕슉,2020.08.08.,5,1
좋았어요,Adjective,리춘시장 대학로CGV점,2020.08.28.,5,1
좋았어요,Adjective,미엔아이 송파점,2020.01.01,3,1
좋았어요,Adjective,상하이,2019.09.05.,5,1
좋았어요,Adjective,열빈 광화문점,2020.01.01,5,2
좋았어요,Adjective,하이디라오 강남점,2020.01.01,4,1
좋았어용,Adjective,대한닭갈비,2020.06.26.,5,1
좋았었는데,Adjective,큐큐면관 회기점,2020.09.16.,1,1
좋았음,Adjective,라공방 강남1호 본점,2020.01.01,4,1
좋았음,Adjective,라공방 대학로본점,2019.09.07.,3,1
좋았음,Adjective,라화쿵부,2016.05.08.,3,1
좋았음,Adjective,산왕반점 연남동본점,2020.01.01,4,1
좋았음,Adjective,종로양꼬치,2020.05.05.,5,1
좋었어요,Adjective,쥬에,2020.01.01,2,1
좋으나,Adjective,송쉐프,2020.01.01,1,1
좋으나,Adjective,완차이면가,2019.11.07.,4,1
좋으면서,Adjective,봉자마라탕,2020.07.31.,5,1
좋은,Adjective,동영관,2019.08.01.,4,1
좋은,Adjective,등비룡마라탕 종각점,2020.07.03.,1,1
좋은,Adjective,라공방 대학로본점,2020.11.02.,5,1
좋은,Adjective,라화쿵부 명동점,2019.12.03.,1,1
좋은,Adjective,상하이,2020.10.09.,5,1
좋은,Adjective,양식당더램키친,2020.01.01,5,1
좋은,Adjective,이품,2020.01.01,4,1
좋은,Adjective,인량 훠궈,2020.01.01,4,1
좋은,Adjective,종로양꼬치,2020.10.29.,1,1
좋은,Adjective,춘리마라탕,2020.03.09.,2,1
좋은,Adjective,큐큐면관 회기점,2018.05.05.,3,1
좋은,Adjective,팔레드신,2020.01.01,1,1
좋은,Adjective,포담,2018.01.19.,3,1
좋은,Adjective,피슈마라홍탕 상암점,2020.01.01,4,1
좋은,Adjective,한성양꼬치 종각점,2019.07.25.,3,1
좋은,Adjective,홍명,2020.01.01,5,1
좋은,Adjective,화양연가,2020.01.01,4,1
좋은,Adjective,히노아지 명동점,2020.10.08.,1,1
좋은데,Adjective,광화문짬뽕,2019.12.24.,1,1
좋은데,Adjective,영빈루 시청점,2020.08.22.,4,1
좋을,Adjective,라화쿵부 명동점,2019.06.24.,5,1
좋을,Adjective,로충칭마라탕 궁동점,2020.01.01,5,1
좋을,Adjective,산동교자,2018.01.27.,3,1
좋을,Adjective,양식당더램키친,2020.01.01,4,1
좋을,Adjective,차이나당,2020.01.01,1,1
좋을,Adjective,탕화쿵푸마라탕 화양점,2020.05.15.,3,1
좋을거,Adjective,신룽푸마라탕,2020.07.17.,4,1
좋을거,Adjective,열빈 광화문점,2020.01.01,5,1
좋을텐데,Adjective,큐큐면관 회기점,2020.07.24.,1,1
좋을텐데,Adjective,탕화쿵푸마라탕 동대문점,2019.07.24.,4,1
좋음,Adjective,동영관,2020.09.27.,5,1
좋음,Adjective,란주탕슉,2018.08.11.,3,1
좋음,Adjective,상하이,2020.01.10.,5,1
좋음,Adjective,송화산시도삭면,2020.01.01,4,1
좋음,Adjective,오향가 가락본점,2020.01.01,5,1
좋음,Adjective,종로양꼬치,2019.01.05.,4,1
좋음,Adjective,종로양꼬치,2020.05.05.,5,1
좋음,Adjective,히노아지 명동점,2020.01.01,3,1
좋지,Adjective,홍콩반점0410 종로관수점,2017.10.30.,1,1
좋지는,Adjective,헤이 요우지아씨아오마오차이 한국1호점,2020.01.01,1,1
좋진,Adjective,춘리마라탕,2020.03.09.,2,1
죄송하다,Adjective,란주탕슉,2019.08.11.,1,1
죄송하다,Adjective,봉자마라탕,2019.05.11.,1,1
죄송하단,Adjective,챠이797 광화문점,2020.06.22.,1,1
죠,Josa,미소손짜장,2020.01.01,5,1
죠,Josa,종로양꼬치,2020.10.29.,1,1
죠,Josa,차이나당,2020.01.01,2,1
죠,Josa,큐큐면관 회기점,2020.11.14.,2,1
주,Modifier,라공방 강남1호 본점,2020.01.01,2,1
주,Modifier,라공방 대학로본점,2020.11.02.,5,1
주,Modifier,로향양꼬치,2020.01.01,1,1
주,Modifier,중림 양갈비양꼬치,2020.01.01,1,1
주,Modifier,중화복춘,2020.01.01,1,1
주,Noun,라공방 대학로본점,2020.02.12.,1,1
주,Noun,중심,2020.09.30.,5,1
주고,Verb,대한닭갈비,2020.04.15.,1,1
주고,Verb,복성각,2019.12.12.,5,1
주고,Verb,중화복춘,2020.01.01,1,1
주고,Verb,큐큐면관 회기점,2020.03.11.,1,1
주고,Verb,팔레드신,2020.01.01,1,1
주고,Verb,하이디라오 강남점,2020.01.01,4,1
주고,Verb,한성양꼬치 종각점,2020.01.04.,1,1
주고싶은,Verb,개화식당,2020.01.01,3,1
주고싶은데,Verb,홍콩반점0410 종로관수점,2020.06.04.,1,1
주긴하나,Verb,양식당더램키친,2020.01.01,4,1
주길래,Verb,탕화쿵푸마라탕 동대문점,2019.09.23.,1,1
주냐니까,Verb,만보성,2019.07.11.,1,1
주네,Noun,복성각,2019.12.17.,1,1
주는,Verb,란주탕슉,2019.06.21.,1,1
주는,Verb,쟈니덤플링 1호점,2020.01.01,3,1
주는,Verb,큐큐면관 회기점,2018.06.04.,2,1
주는게,Verb,인량 훠궈,2020.01.01,1,1
주는게,Verb,탕화쿵푸마라탕 화양점,2020.02.09.,5,1
주던가,Verb,중경마라탕 강남역점,2020.01.01,5,1
주던데,Verb,칠기마라탕,2020.01.01,4,1
주력,Noun,두만강샤브샤브 봉천점,2020.01.01,3,1
주력,Noun,청화원,2020.07.05.,5,1
주로,Noun,홍콩반점0410 대학로점,2020.04.29.,5,1
주류,Noun,산동교자,2020.02.02.,2,1
주마,Noun,백객도,2020.01.01,5,1
주말,Noun,라공방 대학로본점,2019.09.29.,1,1
주말,Noun,신룽푸마라탕,2019.01.19.,2,1
주말,Noun,야상해,2020.01.01,5,1
주말,Noun,큐큐면관 삼성점,2020.01.12.,5,1
주면서,Verb,란주탕슉,2019.05.23.,1,1
주문,Noun,대한닭갈비,2019.12.30.,1,2
주문,Noun,라공방 대학로본점,2020.10.16.,1,1
주문,Noun,라화쿵부 명동2호점,2019.04.17.,1,1
주문,Noun,라화쿵부 명동2호점,2019.05.25.,1,1
주문,Noun,라화쿵부 명동점,2018.12.26.,4,1
주문,Noun,라화쿵부 명동점,2019.03.23.,3,1
주문,Noun,리춘시장 대학로CGV점,2020.03.15.,2,1
주문,Noun,만보성,2019.07.11.,1,2
주문,Noun,맛이차이나,2020.01.01,5,1
주문,Noun,미가양고기,2020.01.01,1,2
주문,Noun,미소손짜장,2020.01.01,5,1
주문,Noun,복성각,2019.08.26.,1,1
주문,Noun,복성각,2019.12.17.,1,1
주문,Noun,봉자마라탕,2019.05.11.,1,1
주문,Noun,산동교자,2020.02.02.,2,1
주문,Noun,신승관,2020.01.01,1,2
주문,Noun,양식당더램키친,2020.01.01,4,1
주문,Noun,양식당더램키친,2020.01.01,5,1
주문,Noun,열빈 광화문점,2019.06.19.,3,1
주문,Noun,자리,2020.01.01,1,1
주문,Noun,정민,2020.01.01,5,1
주문,Noun,중경마라탕 강남역점,2020.01.01,5,1
주문,Noun,천진영감,2020.01.01,5,2
주문,Noun,청화원,2019.12.25.,1,1
주문,Noun,청화원,2020.01.11.,1,2
주문,Noun,청화원,2020.08.07.,2,2
주문,Noun,청화원,2020.08.12.,1,2
주문,Noun,큐큐면관 회기점,2020.03.11.,1,2
주문,Noun,큐큐면관 회기점,2020.06.02.,1,1
주문,Noun,팔레드신,2020.01.01,1,1
주문,Noun,포가,2020.01.01,3,1
주문,Noun,포가,2020.01.01,5,1
주방,Noun,란주탕슉,2019.05.23.,1,1
주방,Noun,란주탕슉,2019.08.11.,1,2
주방,Noun,란주탕슉,2020.08.08.,5,1
주방,Noun,산동주방,2020.01.01,5,1
주방,Noun,송쉐프,2020.01.01,1,1
주방,Noun,열빈 광화문점,2019.08.01.,1,1
주방,Noun,채린중국요리,2020.01.01,1,1
주방,Noun,청화원,2020.08.12.,1,1
주방,Noun,춘리마라탕,2020.01.24.,5,1
주방,Noun,춘리마라탕,2020.03.09.,2,1
주방,Noun,탕화쿵푸마라탕 동대문점,2020.05.02.,1,1
주방,Noun,탕화쿵푸마라탕 화양점,2020.09.09.,3,1
주방,Noun,홍콩반점0410 대학로점,2019.10.11.,1,1
주방,Noun,홍콩반점0410 종로관수점,2019.12.07.,5,2
주변,Noun,등비룡마라탕 종각점,2020.06.03.,1,1
주변,Noun,춘리마라탕,2020.04.21.,5,1
주세요,Verb,란주탕슉,2019.05.31.,1,1
주세요,Verb,큐큐면관 회기점,2020.02.18.,1,1
주셔서요,Verb,송화양꼬치,2020.01.01,5,1
주셨어요,Verb,란주탕슉,2020.08.08.,5,1
주셨어요,Verb,만보성,2020.01.16.,5,1
주셨지만,Verb,칠기마라탕,2020.01.01,4,1
주시,Noun,가담,2020.01.01,3,1
주시,Noun,등비룡마라탕 종각점,2020.07.08.,5,1
주시,Noun,마담밍 선릉점,2020.01.01,1,1
주시,Noun,미엔아이 송파점,2020.01.01,5,1
주시,Noun,복만루훠궈 2호점,2019.10.11.,5,1
주시,Noun,송화양꼬치,2020.01.01,4,1
주시,Noun,칠기마라탕,2020.01.01,4,1
주시네요,Verb,종로양꼬치,2019.06.18.,4,1
주신,Noun,송화양꼬치,2020.01.01,4,1
주신,Noun,송화양꼬치,2020.01.01,5,1
주신,Noun,종로양꼬치,2020.08.15.,5,1
주신다고,Verb,마담밍 선릉점,2020.01.01,5,1
주심,Noun,골드피쉬딤섬퀴진,2020.01.01,4,1
주심,Noun,홍콩반점0410 종로관수점,2019.12.07.,5,1
주얼,Noun,정민,2020.01.01,5,1
주의,Noun,중경마라탕 강남역점,2020.01.01,5,1
주인,Noun,두만강샤브샤브 봉천점,2020.01.01,1,1
주인,Noun,란주탕슉,2017.10.17.,4,1
주인,Noun,미엔아이 송파점,2020.01.01,3,1
주인,Noun,신승관,2020.08.25.,1,1
주인,Noun,영화장,2020.01.01,1,1
주인,Noun,자리,2020.01.01,1,1
주인,Noun,차이나당,2020.01.01,1,1
주인,Noun,표표마라탕,2020.01.01,5,1
주인,Noun,한성양꼬치 종각점,2020.05.06.,1,1
주인공,Noun,완차이면가,2018.12.23.,5,1
주중,Noun,이품,2020.01.01,4,1
주지,Noun,란주탕슉,2018.09.11.,3,1
주지,Noun,불이아 본점,2020.01.01,3,1
주지,Noun,중화복춘,2020.01.01,1,1
주지,Noun,청화원,2020.08.07.,2,1
주차,Noun,마라고메 방이점,2020.01.01,1,1
주차,Noun,백객도,2020.01.01,5,1
주차,Noun,산왕반점 연남동본점,2020.01.01,3,1
주차,Noun,한성양꼬치 종각점,2020.09.17.,5,1
죽,Noun,탕화쿵푸마라탕,2019.11.13.,1,1
죽는줄,Verb,탕화쿵푸마라탕,2020.01.19.,2,1
죽어있는,Verb,탕화쿵푸마라탕,2020.08.18.,1,1
죽입니다,Verb,종로양꼬치,2019.07.10.,4,1
준,Noun,가담,2020.01.01,1,1
준,Noun,벽돌해피푸드 압구정점,2020.01.01,5,1
준,Noun,피슈마라홍탕 상암점,2020.01.01,4,1
준거,Verb,탕화쿵푸마라탕 동대문점,2019.09.23.,1,1
준거란다,Verb,신승관,2020.01.01,1,1
준다,Verb,자리,2020.01.01,1,1
준다고,Verb,봉자마라탕,2020.02.10.,3,1
준다고,Verb,한성양꼬치 종각점,2020.01.04.,1,1
준비,Noun,신룽푸마라탕,2020.11.13.,3,1
줄,Noun,가담,2020.01.01,3,1
줄,Noun,등비룡마라탕 종각점,2020.07.03.,3,1
줄,Noun,등비룡마라탕 종각점,2020.07.08.,5,1
줄,Noun,라공방 대학로본점,2020.02.12.,1,1
줄,Noun,라화쿵부,2018.12.28.,1,1
줄,Noun,란주탕슉,2016.10.27.,1,1
줄,Noun,란주탕슉,2019.02.12.,1,1
줄,Noun,봉자마라탕,2019.05.11.,1,1
줄,Noun,소리원,2020.01.01,3,1
줄,Noun,송쉐프,2020.01.01,1,1
